(6.123233995736765*10^{-16}, -9.999999999999998, -2.0000000000000004)
(0.010010170944213624, -9.897398585202085, -2.0034228849580327)
(0.020020241349656586, -9.794903823005244, -2.0068669354005237)
(0.030030318722511763, -9.692517408505902, -2.0103327514189773)
(0.04004051632867191, -9.590241067068813, -2.013820953175341)
(0.050050953467241456, -9.488076554517491, -2.0173321816110033)
(0.06006175575586242, -9.38602565727959, -2.0208670991764155)
(0.07007305542817684, -9.284090192481468, -2.024426390580992)
(0.08008499164373797, -9.182272007985574, -2.0280107635629276)
(0.09009771081065063, -9.080572982363718, -2.0316209496782465)
(0.10011136692113391, -8.978995024798598, -2.0352577051083025)
(0.11012612190021034, -8.877540074905129, -2.038921811484605)
(0.12014214596762184, -8.776210102462466, -2.0426140767296355)
(0.13015961801305134, -8.675007107046541, -2.046335335911899)
(0.1401787259845796, -8.573933117552127, -2.050086452113138)
(0.15019966729025422, -8.472990191592245, -2.053868317305225)
(0.16022264921250845, -8.372180414761702, -2.0576818532336154)
(0.17024788933497018, -8.271505899750188, -2.0615280123038535)
(0.18027561598117564, -8.170968785289068, -2.0654077784668052)
(0.19030606866431968, -8.07057123491448, -2.0693221680976626)
(0.2003394985470482, -7.970315435527719, -2.0732722308628424)
(0.21037616891004277, -7.870203595732166, -2.0772590505679878)
(0.2204163556277407, -7.7702379439241085, -2.081283745979132)
(0.230460347649232, -7.6704207261126705, -2.085347471607881)
(0.24050844748196448, -7.570754203441911, -2.089451418450065)
(0.2505609716752879, -7.471240649385652, -2.093596814665622)
(0.2606182513004712, -7.371882346582992, -2.097784926185772)
(0.2706806324229909, -7.272681583279655, -2.102017057231396)
(0.2807484765622747, -7.173640649337227, -2.1062945507242334)
(0.29082216113314907, -7.074761831769075, -2.110618788569913)
(0.30090207986225426, -6.976047409758166, -2.1149911917887847)
(0.3109886431716006, -6.877499649108342, -2.119413220467246)
(0.3210822785200521, -6.779120796076389, -2.1238863734983844)
(0.33118343069215694, -6.680913070528102, -2.12841218807658)
(0.3412925620219501, -6.582878658356885, -2.1329922389057976)
(0.35141015253744035, -6.485019703098606, -2.137628137076018)
(0.3615367000093529, -6.387338296671364, -2.1423215285560486)
(0.3716727198851262, -6.289836469163446, -2.1470740922442135)
(0.3818187450863422, -6.192516177587263, -2.151887537510716)
(0.3919753256445628, -6.095379293511207, -2.156763601156908)
(0.40214302814684616, -5.998427589475601, -2.161704043707081)
(0.41232243495811344, -5.90166272409283, -2.1667106449376456)
(0.4225141431828538, -5.80508622572581, -2.1717851985366012)
(0.4327187633233407, -5.708699474633048, -2.1769295057728426)
(0.4429369175856467, -5.612503683462865, -2.182145368039978)
(0.45316923777799517, -5.5164998759740165, -2.187434578122891)
(0.46341636273855275, -5.420688863855232, -2.1927989100170198)
(0.47367893522127597, -5.325071221512225, -2.1982401071101223)
(0.483957598159123, -5.229647258687854, -2.203759868514178)
(0.4942529902134131, -5.134416990779681, -2.209359833310611)
(0.5045657405065087, -5.039380106719549, -2.2150415624453648)
(0.5148964624221172, -4.944535934282459, -2.2208065179813383)
(0.525245746343273, -4.849883402697683, -2.226656039384015)
(0.5356141511823949, -4.755421002444087, -2.232591316482244)
(0.5460021945407486, -4.661146742125093, -2.2386133587094386)
(0.5564103413158975, -4.567058102337341, -2.244722960191729)
(0.5668389905555979, -4.473151986471916, -2.2509206602084078)
(0.577288460334778, -4.379424668419227, -2.2572066985070838)
(0.5877589704090643, -4.285871737189382, -2.2635809649116196)
(0.5982506223737297, -4.192488038510829, -2.2700429426156616)
(0.6087633770311545, -4.099267613532495, -2.2765916445095367)
(0.6192970286433848, -4.006203634830435, -2.2832255418443235)
(0.6298511757192156, -3.913288340010948, -2.289942484495569)
(0.6404251879583271, -3.8205129633099375, -2.29673961205221)
(0.6510181689488003, -3.72786766571497, -2.30361325492593)
(0.6616289141898891, -3.6353414642839263, -2.310558824655153)
(0.6722558639902905, -3.542922161503869, -2.317570692569372)
(0.6828970507747439, -3.4505962757274076, -2.32464205598719)
(0.6935500403202451, -3.3583489739423107, -2.3317647911499244)
(0.7042118664394285, -3.2661640083739902, -2.338929292146763)
(0.7148789586350828, -3.1740236586893316, -2.3461242951727854)
